7;7
4;4
3;3
6;6
14;14
14;14
12;12
6;6
1;1
2;2
1;1
0;0
8;8
5;5
15;15
6;6
7;6
2;2
1;1
9;9
13;13
2;2
0;0
3;3
4;4
0;0
1;1
1;1
1;1
1;1
1;1
7;7
3;3
4;4
2;2
1;1
1;1
1;1
5;4
1;1
1;1
0;0
1;1
3;3
1;1
0;0
6;6
2;2
8;8
4;4
1;1
0;0
1;1
1;1
3;2
4;0
5;5
1;1
1;1
1;1
1;1
0;0
1;1
9;9
0;0
2;1
1;1
2;2
1;1
16;16
1;1
1;1
14;14
0;0
1;1
2;1
11;11
2;2
2;2
2;1
6;6
4;4
3;3
2;2
1;1
2;2
2;2
1;1
1;1
1;1
0;0
0;0
4;4
1;1
0;0
5;5
2;2
8;8
1;1
1;1
3;3
1;1
0;0
1;1
1;1
2;2
0;0
16;16
1;1
6;5
2;2
1;1
1;1
1;1
0;0
1;1
0;0
2;2
1;1
2;2
0;0
3;3
2;2
2;2
12;12
0;0
2;2
2;2
1;1
1;1
3;2
4;4
2;2
1;0
1;1
2;2
1;1
1;1
2;2
0;0
2;2
3;3
1;1
5;5
1;0
1;1
1;1
0;0
5;5
1;1
2;2
1;0
1;1
3;3
2;2
7;6
27;27
10;10
0;0
5;5
1;1
4;4
5;5
3;3
0;0
1;1
1;1
1;1
0;0
5;5
4;4
1;1
3;3
4;4
1;1
2;2
1;1
1;1
2;2
1;1
1;1
1;1
0;0
1;1
1;0
1;0
1;1
1;0
2;2
2;2
3;3
0;0
1;1
3;3
5;5
2;2
7;7
8;8
11;11
0;0
1;1
0;0
1;1
0;0
1;1
1;0
1;0
0;0
1;1
4;4
1;1
3;3
5;5
1;1
1;1
1;1
1;1
1;1
2;1
1;1
1;1
1;1
7;7
6;6
4;4
0;0
1;1
2;2
1;1
7;6
12;12
1;1
0;0
5;5
1;1
9;9
9;9
1;1
1;1
1;0
1;1
11;11
2;1
0;0
4;4
1;1
5;5
2;2
10;10
1;1
1;1
1;1
0;0
0;0
0;0
7;7
1;1
9;9
5;5
1;1
1;1
0;0
0;0
5;5
0;0
1;1
2;2
0;0
11;11
4;4
1;1
5;5
0;0
1;0
1;1
0;0
3;3
3;3
1;1
1;1
1;1
1;1
5;5
6;6
14;14
1;1
1;1
1;1
2;2
1;1
1;1
0;0
1;1
4;4
5;5
1;1
0;0
1;1
2;2
5;5
1;1
0;0
2;2
1;1
0;0
1;1
1;1
6;6
0;0
2;2
0;0
3;3
1;1
10;10
21;21
2;2
3;2
1;1
2;2
2;2
8;8
0;0
4;4
0;0
0;0
0;0
1;1
5;4
9;9
1;1
12;9
3;3
4;4
2;2
0;0
1;1
1;1
2;2
1;1
1;1
1;1
5;5
6;6
1;1
1;1
2;2
7;7
1;1
2;2
2;2
1;1
1;1
1;1
1;1
1;0
5;5
1;0
1;1
2;2
1;1
9;9
1;1
10;10
8;8
3;3
1;1
1;1
2;2
2;1
1;1
3;2
3;3
9;9
3;3
3;3
0;0
0;0
2;2
3;3
10;10
1;1
1;1
1;1
2;2
1;1
1;1
5;5
1;1
5;5
1;1
3;3
2;2
2;2
1;1
1;1
0;0
5;5
1;0
2;2
4;4
4;4
1;1
1;1
0;0
5;4
3;3
0;0
1;1
1;1
2;2
1;1
5;5
1;1
6;6
7;7
1;1
2;2
0;0
1;1
0;0
2;2
0;0
1;1
4;4
2;2
3;3
1;1
2;1
2;2
3;3
12;12
8;8
1;1
7;7
5;5
10;9
4;3
1;1
2;1
5;5
1;1
1;1
2;2
1;1
1;1
1;1
1;1
0;0
3;3
1;1
0;0
1;1
5;5
2;1
2;2
1;1
2;2
1;1
4;4
19;19
1;1
7;7
6;6
1;1
1;1
1;1
9;9
2;2
3;3
4;2
3;3
2;2
3;3
5;5
5;4
0;0
1;1
1;1
5;4
7;6
1;0
1;1
2;2
6;5
0;0
3;2
14;14
7;7
4;4
1;1
4;4
1;0
3;3
0;0
1;1
1;1
4;4
1;1
2;1
2;2
0;0
11;11
6;6
0;0
1;1
2;2
7;7
1;1
1;1
0;0
15;15
1;1
2;2
1;1
1;1
7;7
12;11
1;0
0;0
1;1
14;14
1;1
2;2
3;3
6;5
2;2
1;1
10;10
1;1
0;0
1;1
0;0
1;1
1;1
2;1
1;1
1;1
1;1
2;2
5;5
8;8
9;9
7;7
9;9
1;1
1;1
2;2
13;13
5;4
5;4
2;2
7;6
8;7
2;2
1;1
5;5
1;1
6;5
3;3
17;17
1;1
1;1
1;1
6;6
4;4
6;6
1;1
1;1
1;1
0;0
11;11
13;13
6;6
2;1
2;2
10;10
1;1
2;2
0;0
1;1
1;1
5;5
13;12
11;11
1;0
2;2
4;4
2;2
1;1
10;10
1;1
6;6
1;0
3;2
4;4
2;2
0;0
0;0
9;8
2;1
5;5
1;1
3;3
1;1
1;1
2;2
1;1
1;1
1;1
1;1
1;1
10;9
1;1
1;1
1;1
1;0
10;10
1;1
0;0
1;1
4;4
0;0
1;1
2;1
1;1
12;12
1;1
1;1
1;1
0;0
7;6
1;0
1;1
5;4
1;1
1;1
1;0
1;1
1;1
1;1
2;2
3;2
3;3
1;0
1;1
5;5
1;1
1;1
1;1
6;6
1;1
1;1
1;0
0;0
1;1
1;1
1;1
1;1
8;8
3;3
3;3
1;1
1;1
1;1
1;1
4;3
6;6
1;1
1;1
2;2
1;1
4;4
1;1
11;10
0;0
1;1
7;7
2;2
2;2
1;1
4;4
1;1
8;8
9;9
13;13
1;1
1;0
3;3
6;6
1;1
1;1
1;1
4;4
4;3
5;5
0;0
0;0
1;1
1;1
1;1
2;1
2;2
7;7
0;0
1;1
1;1
2;2
1;1
2;2
7;7
1;0
0;0
2;2
2;2
5;5
10;10
10;10
3;3
0;0
3;3
2;2
0;0
0;0
1;1
0;0
2;2
0;0
2;2
1;1
0;0
3;3
0;0
3;3
2;2
0;0
0;0
1;1
2;2
1;1
1;1
2;2
2;2
6;6
6;6
1;1
0;0
0;0
0;0
1;1
3;3
2;2
1;1
2;2
2;2
1;1
1;1
1;1
5;5
4;4
18;18
2;2
1;1
1;1
0;0
2;2
1;1
1;1
0;0
1;1
2;2
1;1
7;7
1;1
1;1
5;5
1;1
5;5
2;2
5;5
5;5
0;0
1;1
1;1
2;2
3;3
1;1
1;1
0;0
5;5
14;14
8;8
20;20
16;16
1;1
1;1
5;5
6;6
1;1
1;1
2;2
1;1
7;7
0;0
4;4
3;2
1;1
6;6
1;1
5;5
9;9
1;1
1;1
3;2
1;1
0;0
1;1
1;1
1;1
0;0
1;1
1;1
2;1
1;1
1;1
2;2
1;1
1;1
0;0
3;2
1;1
4;3
1;1
5;5
4;4
5;5
0;0
1;1
2;2
7;7
1;1
1;1
1;1
5;5
1;1
3;3
6;6
5;5
1;1
2;2
8;8
7;7
1;1
3;3
1;1
1;1
9;9
6;6
2;2
1;1
14;14
1;1
1;1
0;0
0;0
2;1
1;1
3;3
3;3
5;5
5;5
8;8
4;2
16;16
9;9
1;1
1;1
1;1
1;1
14;14
0;0
0;0
2;2
1;1
1;1
0;0
1;1
1;1
3;3
16;16
2;2
3;3
6;5
1;1
2;2
5;5
3;3
2;1
1;1
3;3
1;1
2;2
6;6
7;7
0;0
1;1
6;6
4;4
1;1
1;1
0;0
1;1
6;5
1;1
4;4
1;1
4;4
6;5
1;1
2;1
3;3
21;21
2;2
1;1
9;9
10;10
4;4
4;3
7;7
6;6
2;2
1;1
2;2
4;4
8;8
6;6
1;0
0;0
6;6
1;0
1;1
7;7
1;0
3;3
1;1
8;8
5;5
1;1
3;3
5;5
3;3
0;0
2;2
0;0
2;2
1;1
5;5
1;1
2;1
4;4
2;2
0;0
2;2
8;8
6;6
1;1
1;1
1;0
11;11
14;14
8;8
1;1
1;1
1;0
1;1
1;1
1;1
0;0
1;1
1;1
1;1
4;4
1;1
10;10
1;0
3;3
0;0
5;5
2;2
3;3
1;1
18;18
1;1
2;1
1;1
1;1
0;0
4;4
11;11
13;13
1;1
1;1
9;9
10;10
9;9
0;0
8;8
6;6
1;1
1;1
1;1
2;2
1;1
0;0
3;3
3;3
0;0
0;0
2;2
1;1
1;1
5;5
1;1
1;1
0;0
3;3
3;3
4;4
1;1
4;4
1;1
3;3
2;1
1;1
1;1
1;1
0;0
4;4
5;5
3;3
1;0
9;9
6;6
2;2
1;1
2;2
2;2
4;4
1;1
0;0
0;0
9;9
2;2
1;1
1;1
1;1
2;2
1;0
1;0
0;0
1;1
1;1
1;1
3;3
5;5
1;1
2;2
5;5
1;1
1;1
2;2
1;1
1;1
6;6
2;1
1;1
1;1
3;3
1;0
4;4
1;1
1;1
0;0
1;0
