19;18
2;2
7;7
8;4
5;4
2;1
1;1
12;12
2;2
2;2
1;1
7;6
7;7
2;1
10;10
1;1
2;2
5;4
1;1
26;26
21;21
5;4
1;1
1;1
1;1
18;12
1;1
1;1
2;2
2;1
3;3
7;6
2;2
2;1
1;1
1;1
2;1
2;1
6;6
1;1
1;1
1;1
5;5
2;2
1;1
7;6
1;1
7;5
7;7
10;8
2;1
2;1
3;2
2;1
2;1
5;5
1;1
1;1
1;1
1;1
1;1
2;1
1;1
21;21
1;1
4;4
2;2
5;3
3;2
15;15
2;1
27;27
1;1
1;1
25;25
2;1
2;1
2;2
3;3
8;7
7;7
3;3
3;3
1;1
1;1
1;1
2;1
2;1
2;1
1;1
1;1
1;1
8;8
1;1
1;1
6;5
2;1
9;8
2;1
2;1
6;6
1;1
1;1
6;5
22;22
5;4
3;2
1;1
3;2
8;8
1;1
3;3
2;0
4;4
2;1
1;1
4;3
1;1
1;1
2;2
1;1
2;1
1;1
24;24
3;3
2;1
2;2
1;1
2;1
1;1
3;3
1;1
1;0
1;1
1;1
5;4
1;0
2;1
3;3
1;1
2;2
1;1
2;1
2;2
1;1
1;1
3;3
1;1
6;5
2;1
1;1
13;13
9;9
1;1
8;7
7;6
1;1
5;5
1;1
1;1
7;6
5;5
4;4
1;1
1;1
1;1
1;0
1;1
2;1
5;4
4;4
4;3
2;2
5;4
1;0
5;1
1;1
5;2
2;1
1;1
1;1
2;2
1;1
2;2
2;1
1;1
2;1
2;1
1;1
2;2
3;2
1;1
1;1
1;1
3;2
6;5
3;2
4;3
8;8
1;1
1;1
1;0
3;2
1;1
3;2
1;1
2;1
1;1
1;1
1;1
2;1
1;1
1;1
5;5
2;1
1;1
1;1
3;2
2;1
2;1
1;1
1;0
2;1
3;2
8;7
1;1
1;1
1;1
3;2
9;8
13;11
2;2
1;0
8;7
2;2
9;9
7;6
4;3
4;4
2;1
1;1
5;5
3;3
1;0
8;8
1;1
5;5
3;2
8;8
1;1
1;1
1;1
1;1
2;2
1;0
14;13
1;1
5;3
5;5
1;1
3;3
1;1
1;1
3;2
1;1
2;2
1;1
2;0
12;12
2;1
6;0
3;3
1;1
2;1
1;1
1;1
3;2
3;3
1;1
1;1
1;1
1;1
1;1
1;1
7;5
1;1
1;1
1;1
2;1
1;1
1;1
1;1
6;4
1;1
1;1
1;1
2;1
1;1
1;1
4;4
2;2
1;1
3;2
3;1
5;1
1;1
2;1
4;4
1;1
3;2
1;1
2;2
1;1
9;9
6;6
9;9
1;1
2;0
3;2
3;2
2;2
1;1
5;5
1;1
1;0
1;1
1;1
2;0
5;5
1;1
2;2
6;6
5;5
2;1
2;1
1;1
1;1
1;1
2;2
2;2
7;7
5;5
1;1
1;1
4;2
1;1
8;8
2;2
1;1
3;2
1;1
2;0
1;1
3;2
1;1
6;6
1;1
1;1
3;3
3;3
13;12
1;1
5;5
11;10
4;4
4;4
5;5
2;2
2;1
1;1
6;6
3;3
11;11
1;1
1;1
3;2
1;1
3;2
4;4
8;8
1;1
2;2
4;4
3;3
1;1
1;1
6;6
1;1
6;6
1;1
3;3
3;2
3;2
1;1
1;1
1;0
6;5
1;1
3;2
6;5
1;0
1;1
1;0
1;1
3;3
2;1
5;0
1;1
1;1
1;1
1;0
5;5
1;0
1;1
6;6
1;1
3;2
1;1
1;0
2;2
3;3
2;0
2;1
5;4
1;1
3;2
1;1
1;1
4;4
5;4
6;5
7;5
2;1
6;5
2;2
12;11
5;5
1;1
1;1
6;5
2;1
1;1
1;1
3;2
2;2
1;0
1;1
2;1
2;2
1;1
1;1
4;4
2;1
2;1
2;1
4;3
1;1
14;13
1;1
4;4
1;1
4;3
8;7
3;2
1;1
2;0
17;17
2;2
3;2
2;1
4;4
4;3
3;3
5;5
5;5
2;0
1;1
1;1
5;5
4;4
1;1
2;2
2;2
5;4
1;1
11;11
2;2
6;6
1;1
2;2
4;4
1;1
3;1
2;1
2;2
4;4
1;1
1;1
2;2
1;1
1;1
16;16
6;6
1;1
4;4
1;1
1;1
1;1
1;0
2;1
12;12
1;1
2;2
1;1
1;1
3;3
9;8
1;1
2;1
1;1
7;7
14;14
1;1
1;0
7;6
2;2
3;2
13;13
1;0
1;1
3;3
1;1
2;1
3;2
1;1
1;1
2;2
1;0
2;2
4;4
5;5
1;1
4;3
7;7
1;1
1;0
3;2
10;10
5;5
1;0
1;1
2;2
3;2
2;2
5;5
1;0
1;1
3;3
2;2
11;11
1;1
1;1
1;1
4;3
4;4
5;5
1;1
2;2
1;1
1;1
5;5
5;5
2;2
2;2
2;1
7;5
1;1
3;2
2;0
0;0
1;1
2;2
9;9
3;2
1;0
2;1
4;4
1;1
1;1
6;5
1;1
2;2
2;2
1;1
4;4
2;2
1;0
1;1
5;5
1;1
5;5
1;1
2;1
4;4
5;5
2;2
1;1
1;1
1;1
1;0
1;1
12;11
1;1
1;1
1;1
2;1
7;6
1;1
1;1
3;3
3;3
1;0
3;3
1;1
3;3
13;13
1;1
1;1
3;1
1;1
5;5
1;1
7;6
1;1
2;2
1;1
1;0
1;1
1;1
1;1
2;2
3;3
4;3
4;3
1;1
5;5
1;0
1;1
1;1
3;2
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
10;10
8;8
2;2
1;1
1;1
1;0
1;1
3;2
4;4
1;1
1;1
3;3
1;1
1;1
11;11
2;2
1;1
1;1
5;5
2;2
2;2
1;1
4;4
3;2
1;1
5;5
6;6
1;1
1;1
6;3
15;14
1;0
3;1
1;1
3;3
5;5
1;1
1;1
1;1
1;0
1;1
1;1
2;2
6;6
4;4
1;1
1;1
2;0
3;2
2;0
2;2
1;1
1;1
1;1
2;2
6;6
2;1
3;2
16;16
3;3
1;0
1;1
1;1
3;3
0;0
1;1
1;1
2;2
1;1
3;3
1;1
2;1
1;1
1;1
4;2
2;1
1;1
1;1
1;1
3;2
1;1
1;1
2;2
2;2
9;9
1;1
1;1
1;1
4;4
1;1
2;2
1;1
1;1
1;1
2;2
3;2
1;1
1;1
2;2
6;6
5;5
11;11
2;2
2;2
1;1
1;1
1;1
1;0
1;1
1;0
2;2
2;2
1;1
6;6
1;1
1;1
1;1
13;13
5;5
3;2
1;1
5;5
1;1
1;1
1;1
1;0
1;0
1;1
2;2
6;6
0;0
6;6
4;4
9;9
11;11
7;6
2;2
5;5
1;1
1;1
1;1
3;3
1;0
5;4
1;1
6;4
2;2
1;1
7;7
1;1
6;5
1;0
1;1
2;1
1;1
1;1
1;1
1;1
1;1
2;1
1;1
2;2
1;0
2;1
2;2
1;1
3;3
5;4
1;1
1;1
3;3
1;1
1;1
5;5
1;1
4;4
2;2
1;0
1;1
7;7
2;2
1;1
2;1
1;1
6;6
1;1
1;1
3;3
7;6
1;1
2;2
2;2
5;5
1;1
3;3
1;1
3;3
5;5
4;4
2;2
1;1
15;15
1;1
1;1
2;1
1;1
1;1
1;1
1;1
3;3
6;6
4;4
1;1
10;10
1;1
6;6
1;1
1;1
11;11
1;0
1;1
0;0
1;1
2;2
1;1
1;1
1;1
1;1
1;1
9;8
1;1
1;1
1;1
5;5
3;2
2;2
1;1
4;4
1;1
2;2
3;1
1;1
1;1
6;6
6;6
1;1
1;0
2;2
5;4
1;1
1;1
1;1
1;1
7;6
3;2
1;0
1;1
1;1
7;5
1;1
2;2
13;13
1;1
4;4
1;1
1;1
1;1
1;1
5;4
2;2
5;5
2;2
1;1
2;0
2;2
3;3
6;6
1;1
1;1
1;0
7;6
1;1
4;4
1;1
3;2
1;1
2;1
6;6
2;2
6;6
1;1
1;1
2;2
4;4
1;1
1;0
3;2
1;1
1;1
2;2
2;1
3;2
1;1
2;2
16;16
1;1
3;2
3;3
1;1
5;5
15;15
15;15
1;1
1;1
1;1
1;1
1;0
1;1
1;0
1;1
1;1
1;1
1;0
1;1
11;11
1;0
1;1
1;1
6;6
2;2
1;0
1;1
11;11
1;1
2;2
2;2
1;1
1;1
4;4
11;6
8;6
1;1
1;1
11;11
5;5
3;3
6;6
1;1
4;2
2;2
2;2
1;1
3;2
1;1
1;1
3;3
1;1
1;1
0;0
2;2
1;1
1;1
3;3
1;1
1;1
1;1
1;1
1;1
1;1
1;1
4;2
1;1
3;3
1;1
3;2
2;2
1;0
1;1
1;1
5;5
1;1
1;1
6;6
5;5
1;1
2;2
1;1
1;1
1;1
2;2
1;1
1;1
12;12
3;2
1;1
1;1
1;1
3;2
1;1
1;1
1;1
1;1
1;1
1;1
2;2
5;3
1;1
4;4
2;1
1;1
1;1
3;3
1;1
1;0
6;6
2;2
1;1
2;1
5;5
1;1
3;3
1;1
1;1
2;1
1;1
6;4
1;1
2;2
2;1
1;1
2;1
2;1
6;6
6;6
1;0
1;0
1;1
1;1
5;5
1;0
1;1
1;1
5;5
5;5
1;1
1;0
11;10
1;1
1;1
6;6
6;5
4;4
5;5
1;1
2;1
5;5
1;1
1;1
2;2
4;4
4;4
1;1
1;1
1;0
2;1
1;1
1;1
2;0
1;1
1;1
6;6
1;1
1;1
3;2
2;2
1;1
1;1
1;1
1;1
1;0
4;4
1;1
1;1
2;2
1;1
10;10
1;1
7;7
1;1
1;1
1;1
3;3
2;2
1;1
3;3
3;3
3;2
5;4
2;1
2;2
1;1
6;5
1;1
2;1
11;11
1;1
1;1
2;2
4;4
1;0
7;7
1;0
6;6
3;3
2;2
1;1
1;1
3;1
1;1
1;1
1;1
1;1
2;2
1;1
2;2
1;1
1;1
1;1
1;1
1;1
5;5
2;2
1;1
1;0
2;2
5;5
5;5
1;1
1;1
2;0
1;1
6;6
5;5
2;2
1;0
2;1
10;10
7;3
5;5
2;2
1;1
2;2
11;10
2;2
1;1
7;5
1;1
1;1
1;0
2;1
3;3
3;2
5;5
1;1
1;1
1;1
3;3
5;5
5;4
1;1
1;0
1;1
1;1
3;3
2;2
2;1
2;1
7;6
0;0
1;1
1;1
1;0
6;6
5;4
1;1
2;1
1;1
1;1
2;1
1;1
1;1
1;1
1;1
2;2
3;2
3;3
2;1
11;11
2;2
4;3
1;1
1;1
2;2
2;2
2;1
1;1
6;0
1;1
2;1
1;1
2;1
11;10
4;4
3;3
6;6
2;2
1;1
2;2
1;1
1;1
1;0
1;1
2;2
1;1
2;1
4;3
6;6
1;1
1;1
1;1
3;2
1;1
1;1
1;1
2;2
1;1
2;1
2;2
7;5
1;0
5;5
1;1
1;1
2;2
1;1
2;2
6;6
1;1
3;3
1;1
1;0
8;7
6;6
3;3
1;1
2;1
1;1
1;1
4;4
2;2
5;5
2;1
8;8
1;0
1;1
1;1
2;1
4;3
2;0
1;1
2;2
2;1
7;6
7;7
2;2
1;0
3;2
1;1
1;0
1;1
2;1
1;1
1;1
1;1
2;2
1;1
1;1
1;1
1;1
2;2
1;1
2;1
2;1
3;3
1;1
2;2
1;1
1;1
2;2
5;5
1;1
2;2
1;1
3;2
1;1
1;0
1;1
1;1
4;2
1;1
6;5
4;4
1;1
0;0
1;0
2;2
1;0
1;1
5;5
2;2
1;0
0;0
1;1
3;2
1;1
1;1
2;2
3;3
0;0
2;1
11;11
1;0
3;3
2;2
4;4
1;1
1;1
2;2
6;6
9;9
1;1
11;10
1;0
1;1
1;1
1;1
5;5
10;10
1;1
1;1
1;1
1;1
5;5
4;4
1;1
1;1
4;4
4;4
2;2
7;5
1;1
7;7
1;1
1;1
1;0
1;1
1;1
2;2
1;1
3;2
1;1
0;0
1;0
2;2
1;1
2;2
2;2
1;0
1;1
2;2
0;0
1;1
6;6
2;2
2;1
1;1
1;1
1;0
1;0
2;2
1;1
11;10
1;1
1;1
1;1
1;1
2;1
1;1
3;3
5;4
4;1
1;1
2;2
1;1
2;2
5;5
2;1
1;1
1;1
6;6
1;1
2;2
9;9
1;1
1;1
1;1
1;1
1;1
4;4
3;3
2;0
1;0
5;5
1;1
2;1
4;3
4;4
1;1
2;1
11;11
5;5
1;1
1;0
4;4
2;1
0;0
1;1
4;4
6;6
4;4
6;6
1;1
1;1
1;1
1;1
1;1
5;5
2;2
5;5
1;0
1;1
9;9
1;0
2;2
15;15
1;1
1;1
11;11
1;1
1;1
1;0
5;5
1;1
3;2
1;1
2;2
1;1
0;0
1;1
1;1
5;4
1;1
2;2
2;2
1;1
3;3
2;2
2;0
2;2
1;1
3;1
1;1
1;1
1;1
1;1
2;2
1;0
1;1
2;2
1;1
6;6
3;3
1;1
2;2
2;1
1;1
1;1
2;2
1;1
0;0
2;2
1;1
1;1
2;2
1;1
3;2
2;2
2;1
6;6
1;1
1;1
1;1
1;1
3;3
5;4
1;1
1;1
1;1
1;0
7;7
1;1
3;3
1;1
1;0
1;1
1;1
5;3
7;7
1;1
1;1
0;0
2;2
1;0
1;1
1;1
5;5
2;2
1;1
7;7
9;8
1;1
1;1
4;4
1;1
6;6
0;0
1;0
1;1
1;1
4;4
1;1
10;9
3;2
2;2
1;1
2;2
4;4
3;1
4;4
1;0
1;1
9;9
1;0
2;2
10;9
5;5
1;1
1;1
1;1
1;0
10;10
1;1
1;1
1;1
1;1
1;1
